INPUT_TABLE
Variable ID
LN2_UnmgdAllocation

region,LandAllocatorRoot,LandNode1,LandNode2,UnmanagedLandLeaf,year,allocation
Europe_Non_EU,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1975,0.10727304
European Free Trade Association,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1975,1.59189141
India,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1975,0.53037437
Pakistan,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1975,0.19123839
Russia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1975,6.27206776
South America_Southern,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1975,3.88802105
South Asia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1975,1.59435413
Argentina,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,1975,3.17447529
USA,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1975,0.38427104
Australia_NZ,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1975,0.6004491
Canada,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1975,4.6880865
Central Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1975,7.82545318
China,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1975,23.79702664
EU-12,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1975,0.12838789
EU-15,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1975,1.80196732
Europe_Non_EU,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1975,0.10959
European Free Trade Association,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1975,0.88473569
India,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1975,0.3343129
Japan,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1975,0.01011893
Russia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1975,17.36839408
South America_Southern,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1975,2.83090892
South Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1975,0.26760921
Southeast Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1975,0.01587974
Argentina,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,1975,0.50348558
USA,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1975,0.15854824
Australia_NZ,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1975,2.97368939
Canada,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1975,0.33805543
Central Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1975,0.22955724
China,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1975,7.56198383
EU-12,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1975,0.10946943
EU-15,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1975,1.98889579
Europe_Eastern,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1975,0.02941915
Europe_Non_EU,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1975,0.03243822
European Free Trade Association,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1975,0.0297564
India,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1975,0.18512123
Russia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1975,0.07024028
South America_Southern,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1975,1.81946196
South Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1975,0.17698201
Southeast Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1975,0.00917847
Argentina,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,1975,0.07881191
Australia_NZ,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,1975,0.61391288
China,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,1975,0.28677923
South America_Southern,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,1975,0.20047818
South America_Southern,root,AgroForestLandAEZ18,AllPastureLandAEZ18,UnmanagedPastureAEZ18,1975,0.09065948
Africa_Eastern,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,1990,80.74377491
Africa_Northern,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,1990,6.76253823
Africa_Southern,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,1990,4.14765774
Africa_Western,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,1990,77.1290373
Australia_NZ,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,1990,49.84437363
Brazil,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,1990,0.2696485
India,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,1990,0.20394465
Mexico,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,1990,2.13976626
Middle East,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,1990,64.72527333
Pakistan,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,1990,0.21179708
South Africa,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,1990,0.84390021
South America_Northern,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,1990,0.19589884
South America_Southern,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,1990,3.07299001
Africa_Eastern,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,1990,45.0316568
Africa_Northern,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,1990,1.14393962
Africa_Southern,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,1990,6.7469137
Africa_Western,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,1990,39.21027649
Australia_NZ,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,1990,37.53198726
Brazil,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,1990,2.34044392
India,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,1990,0.44671311
Mexico,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,1990,1.32545033
Middle East,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,1990,0.00602752
South Africa,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,1990,0.45462884
South America_Northern,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,1990,0.51410147
South America_Southern,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,1990,0.84926049
Colombia,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,1990,0.40127594
Africa_Eastern,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,1990,37.78202784
Africa_Northern,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,1990,0
Africa_Southern,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,1990,32.9260002
Africa_Western,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,1990,44.60240788
Australia_NZ,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,1990,19.98292814
Brazil,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,1990,11.13062609
India,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,1990,1.57911107
Mexico,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,1990,2.96957928
Middle East,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,1990,0.018854
South Africa,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,1990,1.287645
South America_Northern,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,1990,0.17973555
South America_Southern,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,1990,3.53218193
South Asia,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,1990,0.01353389
Colombia,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,1990,0.1691057
Africa_Eastern,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,45.63883871
Africa_Northern,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,0.00799743
Africa_Southern,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,54.53063937
Africa_Western,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,42.93128816
Australia_NZ,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,4.00845771
Brazil,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,21.15325668
Central America and Caribbean,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,2.12668776
China,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,0.02783772
EU-15,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,0.00317653
India,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,0.47057355
Indonesia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,0.37020238
Mexico,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,4.02448435
South Africa,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,0.4490627
South America_Northern,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,6.46943757
South America_Southern,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,3.89808042
South Asia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,0.20554348
Southeast Asia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,0.31390008
Colombia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,1990,0.47687559
Africa_Eastern,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,1990,18.53094088
Africa_Southern,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,1990,16.46791833
Africa_Western,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,1990,27.12117017
Australia_NZ,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,1990,0.20654014
Brazil,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,1990,79.65046947
Central America and Caribbean,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,1990,4.71167809
China,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,1990,0.16648368
India,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,1990,0.12311714
Indonesia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,1990,0.24676945
Mexico,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,1990,0.96874351
South Africa,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,1990,0.25005455
South America_Northern,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,1990,7.41464404
South America_Southern,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,1990,9.76441043
South Asia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,1990,0.49266253
Southeast Asia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,1990,0.58159419
Colombia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,1990,7.13087279
Africa_Eastern,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,1990,11.8375774
Africa_Southern,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,1990,0.21308861
Africa_Western,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,1990,25.25288935
Australia_NZ,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,1990,0.40784678
Brazil,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,1990,25.94744691
Central America and Caribbean,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,1990,5.23932806
China,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,1990,2.11183075
India,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,1990,0.09161563
Indonesia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,1990,9.00269558
Mexico,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,1990,1.43128106
South Africa,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,1990,0.27925797
South America_Northern,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,1990,2.83235724
South America_Southern,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,1990,6.49544625
South Asia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,1990,0.25265656
Southeast Asia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,1990,0.57298205
Colombia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,1990,26.24940586
USA,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,130.74539821
Africa_Eastern,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,2.44958852
Africa_Northern,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,31.51899635
Africa_Southern,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,42.67749996
Africa_Western,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,1.24763286
Australia_NZ,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,247.89253476
Canada,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,2.79761879
Central Asia,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,171.84887906
China,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,77.63428736
Europe_Non_EU,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,0.03965015
India,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,0.69156439
Mexico,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,41.0939231
Middle East,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,96.1378154
Pakistan,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,0.84119403
Russia,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,9.06887474
South Africa,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,46.16015364
South America_Southern,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,8.70485254
South Asia,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,7.12006502
Argentina,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,1990,38.7431164
USA,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,40.68649037
Africa_Eastern,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,0.68000244
Africa_Northern,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,16.71342876
Africa_Southern,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,22.99668535
Australia_NZ,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,20.10378242
Canada,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,1.15174534
Central Asia,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,29.68389264
China,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,49.6722644
EU-12,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,0.2713118
EU-15,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,0.06088724
Europe_Eastern,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,0.93833224
Europe_Non_EU,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,6.67520993
India,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,0.40591779
Mexico,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,10.51764001
Middle East,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,28.49411955
Pakistan,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,0.10220083
Russia,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,14.1824547
South Africa,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,11.4378638
South America_Southern,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,12.12125682
South Asia,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,16.99262794
Argentina,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,1990,7.86598637
USA,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,6.62188655
Africa_Eastern,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,0.52486637
Africa_Northern,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,12.99805284
Africa_Southern,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,23.85896661
Africa_Western,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,0.07233676
Australia_NZ,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,9.69180363
Canada,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,2.00791898
Central Asia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,2.02723347
China,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,13.04134697
EU-12,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,1.65573754
EU-15,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,6.01499004
Europe_Eastern,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,1.11780586
Europe_Non_EU,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,3.82938652
India,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,0.20992354
Japan,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,0.01076975
Mexico,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,4.47608411
Middle East,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,4.22103439
Pakistan,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,0.17160469
Russia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,12.60328487
South Africa,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,9.14006917
South America_Southern,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,8.87388021
South Asia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,0.13247798
Southeast Asia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,0.0028926
Argentina,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,1990,4.78632369
USA,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,19.48623203
Africa_Eastern,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,0.85074243
Africa_Northern,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,3.9505343
Africa_Southern,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,7.22639043
Africa_Western,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,0.05182128
Australia_NZ,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,5.58034078
Brazil,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,0.32210715
Canada,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,1.19481621
Central Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,0.65518346
China,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,8.88144419
EU-12,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,9.75607488
EU-15,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,16.94855703
Europe_Eastern,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,3.693326
Europe_Non_EU,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,3.57136608
European Free Trade Association,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,0.624133
India,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,0.61178056
Japan,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,0.17785181
Mexico,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,1.57820288
Middle East,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,0.12576261
Pakistan,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,0.06555025
Russia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,12.18213861
South Africa,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,6.28181782
South America_Southern,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,4.57102243
South Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,0.14935396
South Korea,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,0.00292389
Southeast Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,0.02257206
Argentina,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,1990,5.46198752
USA,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,18.56988584
Africa_Eastern,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,1.54837545
Africa_Southern,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,1.16357882
Australia_NZ,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,7.5106626
Brazil,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,0.05344435
Canada,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,0.00454179
Central Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,0.06648378
China,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,21.92655525
EU-12,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,0.86363149
EU-15,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,14.62054244
Europe_Non_EU,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,1.88181886
India,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,0.25555144
Japan,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,0.0764136
Mexico,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,0.0787358
Pakistan,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,1990,0.0760808
