INPUT_TABLE
Variable ID
LN2_UnmgdAllocation

region,LandAllocatorRoot,LandNode1,LandNode2,UnmanagedLandLeaf,year,allocation
Africa_Eastern,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,0.66505592
Africa_Northern,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,17.37072178
Africa_Southern,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,23.10345601
Australia_NZ,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,16.92640112
Canada,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,0.97528692
Central Asia,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,33.07710428
China,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,47.06388049
EU-12,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,0.3665812
EU-15,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,0.084082
Europe_Eastern,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,1.8464393
Europe_Non_EU,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,7.8550767
India,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,0.60123716
Mexico,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,10.08660751
Middle East,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,20.9383545
Pakistan,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,0.0514539
Russia,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,17.14019375
South Africa,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,11.3745782
South America_Southern,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,11.00939701
South Asia,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,16.98963887
Argentina,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,8.23046769
USA,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,7.213056
Africa_Eastern,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,0.30597752
Africa_Northern,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,14.12516792
Africa_Southern,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,24.93352616
Africa_Western,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,0.0849253
Australia_NZ,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,8.2592775
Canada,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,1.7698973
Central Asia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,2.33847809
China,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,14.77795582
EU-12,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,1.95580342
EU-15,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,6.46474871
Europe_Eastern,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,1.97806484
Europe_Non_EU,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,4.51609881
India,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,0.49176014
Japan,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,0
Mexico,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,4.71680903
Middle East,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,3.94205168
Pakistan,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,0.06768073
Russia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,15.2157977
South Africa,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,9.55719964
South America_Southern,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,8.56285403
South Asia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,0.13665846
Southeast Asia,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,0.00268638
Argentina,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2010,4.68212785
USA,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,22.67930731
Africa_Eastern,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,0.70560464
Africa_Northern,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,4.40070296
Africa_Southern,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,7.24961412
Africa_Western,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,0.06059043
Australia_NZ,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,4.78740996
Brazil,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,0.32026187
Canada,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,1.58297296
Central Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,0.70625816
China,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,9.22302611
EU-12,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,10.5775876
EU-15,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,18.34073377
Europe_Eastern,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,6.28565373
Europe_Non_EU,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,3.27460021
European Free Trade Association,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,0.40507637
India,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,0.62501916
Japan,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,0
Mexico,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,1.6675333
Middle East,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,0.32848682
Pakistan,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,0.04088556
Russia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,15.9755838
South Africa,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,6.71655116
South America_Southern,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,4.66383885
South Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,0.17133204
South Korea,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,0.00208226
Southeast Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,0.02531025
Argentina,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2010,5.18794649
USA,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,22.6531412
Africa_Eastern,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,1.14102537
Africa_Southern,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,1.13748728
Australia_NZ,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,6.39194234
Brazil,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,0.05260222
Canada,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,0.00940866
Central Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,0.09461873
China,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,21.95205996
EU-12,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,0.78563394
EU-15,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,16.54212677
Europe_Non_EU,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,1.02116112
India,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,0.25973391
Japan,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,0
Mexico,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,0.07624493
Pakistan,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,0.03040233
Russia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,0.16008108
South Africa,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,1.04685301
South America_Southern,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,2.66567275
South Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,0.41899517
South Korea,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,0.00327855
Southeast Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,0.25775765
Argentina,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,6.07116934
Colombia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2010,0.55227264
USA,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,11.60838505
Africa_Eastern,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,0.14448672
Australia_NZ,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,8.1077851
Brazil,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,18.92084739
Central America and Caribbean,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,0.15545221
Central Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,0.14986628
China,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,34.33345268
EU-15,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,4.55726243
Europe_Non_EU,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,0.05196251
India,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,0.127421
Japan,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,0
Mexico,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,0.04373562
Pakistan,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,0.04618183
South America_Southern,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,18.03179519
South Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,0.21407361
Southeast Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,0.13886861
Argentina,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,19.87841487
Colombia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2010,1.39389975
USA,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2010,5.69421181
Canada,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2010,0.96011446
Central Asia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2010,94.00478167
China,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2010,72.40287857
EU-15,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2010,0.08064134
European Free Trade Association,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2010,0.00329921
India,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2010,0.22058596
Pakistan,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2010,0.02315828
Russia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2010,1.96071294
South America_Southern,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2010,3.6874314
South Asia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2010,3.38361629
Argentina,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2010,9.9378428
USA,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2010,1.31519215
Canada,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2010,0.40586914
Central Asia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2010,44.83425304
China,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2010,54.63736872
EU-15,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2010,0.33918591
Europe_Non_EU,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2010,0.1436601
European Free Trade Association,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2010,0.77393658
India,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2010,0.38753991
Pakistan,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2010,0.04148911
Russia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2010,7.02498761
South America_Southern,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2010,4.3458443
South Asia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2010,1.52757996
Argentina,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2010,3.45553975
USA,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2010,0.38209653
Australia_NZ,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2010,0.4600281
Canada,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2010,3.26833664
Central Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2010,7.00723716
China,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2010,28.60526053
EU-12,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2010,0.10499971
EU-15,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2010,1.33227435
Europe_Non_EU,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2010,0.13799837
European Free Trade Association,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2010,0.42960125
India,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2010,0.2233384
Japan,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2010,0
Russia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2010,19.3403962
South America_Southern,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2010,3.18555572
South Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2010,0.26638804
Southeast Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2010,0.03361819
Argentina,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2010,0.55171946
USA,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2010,0.15364791
Australia_NZ,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2010,2.27958258
Canada,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2010,0.24826129
Central Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2010,0.24104573
China,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2010,8.98619882
EU-12,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2010,0.105732
EU-15,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2010,1.86733754
Europe_Eastern,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2010,0.03048968
Europe_Non_EU,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2010,0.02739669
European Free Trade Association,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2010,0.02943592
India,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2010,0.15551808
Russia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2010,0.09184033
South America_Southern,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2010,2.03990507
South Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2010,0.20237709
Southeast Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2010,0.02404822
Argentina,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2010,0.08576716
Australia_NZ,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,2010,0.48110274
China,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,2010,0.34890005
South America_Southern,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,2010,0.22844939
South America_Southern,root,AgroForestLandAEZ18,AllPastureLandAEZ18,UnmanagedPastureAEZ18,2010,0.1034894
