region,GCAM_commodity,year,area
Russia,Wheat,1969,652.3
South Africa,Wheat,1969,18.5
South America_Northern,Wheat,1969,0.01306
South America_Southern,Wheat,1969,15.51121
South Asia,Wheat,1969,24.01415
South Korea,Wheat,1969,1.87466
Southeast Asia,Wheat,1969,0.55207
USA,Wheat,1969,190.7904
Africa_Eastern,Corn,1970,27.93439
Africa_Northern,Corn,1970,11.50981
Africa_Southern,Corn,1970,48.30854
Africa_Western,Corn,1970,47.44754
Argentina,Corn,1970,40.1733
Australia_NZ,Corn,1970,0.91338
Brazil,Corn,1970,98.58108
Canada,Corn,1970,5.30514
Central America and Caribbean,Corn,1970,19.13792
Central Asia,Corn,1970,268.24
China,Corn,1970,158.38
Colombia,Corn,1970,6.614
EU-12,Corn,1970,175.92812
EU-15,Corn,1970,38.72428
Europe_Eastern,Corn,1970,100.59
Europe_Non_EU,Corn,1970,125.1691
European Free Trade Association,Corn,1970,0.0929
India,Corn,1970,58.523
Indonesia,Corn,1970,30.8361
Japan,Corn,1970,0.392
Mexico,Corn,1970,74.39684
Middle East,Corn,1970,1.01401
Pakistan,Corn,1970,6.4
Russia,Corn,1970,33.53
South Africa,Corn,1970,44.36
South America_Northern,Corn,1970,5.89525
South America_Southern,Corn,1970,14.29196
South Asia,Corn,1970,9.64615
South Korea,Corn,1970,0.93236
Southeast Asia,Corn,1970,36.02792
USA,Corn,1970,234.57477
Africa_Eastern,FiberCrop,1970,16.22383
Africa_Northern,FiberCrop,1970,7.17247
Africa_Southern,FiberCrop,1970,13.69162
Africa_Western,FiberCrop,1970,15.84486
Argentina,FiberCrop,1970,4.5575
Australia_NZ,FiberCrop,1970,0.319
Brazil,FiberCrop,1970,46.67877
Central America and Caribbean,FiberCrop,1970,2.90138
Central Asia,FiberCrop,1970,322.4
China,FiberCrop,1970,51.35497
Colombia,FiberCrop,1970,2.67
EU-12,FiberCrop,1970,123.61759
EU-15,FiberCrop,1970,3.03648
Europe_Eastern,FiberCrop,1970,120.9
Europe_Non_EU,FiberCrop,1970,6.28434
India,FiberCrop,1970,83.573
Indonesia,FiberCrop,1970,0.1363
Japan,FiberCrop,1970,0.0035
Mexico,FiberCrop,1970,5.89942
Middle East,FiberCrop,1970,6.57907
Pakistan,FiberCrop,1970,17.47
Russia,FiberCrop,1970,40.3
South Africa,FiberCrop,1970,0.88
South America_Northern,FiberCrop,1970,0.53403
South America_Southern,FiberCrop,1970,2.13858
South Asia,FiberCrop,1970,10.32715
South Korea,FiberCrop,1970,0.35472
Southeast Asia,FiberCrop,1970,2.13997
USA,FiberCrop,1970,45.14205
Africa_Eastern,FodderHerb,1970,0.33
Africa_Northern,FodderHerb,1970,0.2316
Australia_NZ,FodderHerb,1970,0.008
Central Asia,FodderHerb,1970,90.4
EU-12,FodderHerb,1970,35.00199
EU-15,FodderHerb,1970,1.30148
Europe_Eastern,FodderHerb,1970,33.9
Europe_Non_EU,FodderHerb,1970,3.053
Mexico,FodderHerb,1970,0
Middle East,FodderHerb,1970,0.69598
Russia,FodderHerb,1970,11.3
Africa_Eastern,MiscCrop,1970,42.27173
Africa_Northern,MiscCrop,1970,21.73314
Africa_Southern,MiscCrop,1970,23.95318
Africa_Western,MiscCrop,1970,81.14057
Argentina,MiscCrop,1970,6.16363
Australia_NZ,MiscCrop,1970,3.21216
Brazil,MiscCrop,1970,72.92155
Canada,MiscCrop,1970,2.6105
Central America and Caribbean,MiscCrop,1970,21.34558
Central Asia,MiscCrop,1970,715.1712
China,MiscCrop,1970,117.59431
Colombia,MiscCrop,1970,11.02963
EU-12,MiscCrop,1970,315.32079
EU-15,MiscCrop,1970,107.06293
Europe_Eastern,MiscCrop,1970,268.1892
Europe_Non_EU,MiscCrop,1970,63.87479
European Free Trade Association,MiscCrop,1970,0.31798
India,MiscCrop,1970,249.91041
Indonesia,MiscCrop,1970,15.48844
Japan,MiscCrop,1970,8.8116
Mexico,MiscCrop,1970,30.07682
Middle East,MiscCrop,1970,18.13857
Pakistan,MiscCrop,1970,15.63356
Russia,MiscCrop,1970,89.3964
South Africa,MiscCrop,1970,5.52125
South America_Northern,MiscCrop,1970,5.40323
South America_Southern,MiscCrop,1970,15.53158
South Asia,MiscCrop,1970,13.28723
South Korea,MiscCrop,1970,6.23064
Southeast Asia,MiscCrop,1970,30.46124
USA,MiscCrop,1970,34.34495
Africa_Eastern,OilCrop,1970,21.11182
Africa_Northern,OilCrop,1970,14.35623
Africa_Southern,OilCrop,1970,10.9437
Africa_Western,OilCrop,1970,68.70103
Argentina,OilCrop,1970,23.8262
Australia_NZ,OilCrop,1970,1.83616
Brazil,OilCrop,1970,24.20489
Canada,OilCrop,1970,32.24857
Central America and Caribbean,OilCrop,1970,1.11757
Central Asia,OilCrop,1970,607.968
China,OilCrop,1970,122.92069
Colombia,OilCrop,1970,0.944
EU-12,OilCrop,1970,248.79592
EU-15,OilCrop,1970,23.38538
Europe_Eastern,OilCrop,1970,227.988
Europe_Non_EU,OilCrop,1970,21.31154
European Free Trade Association,OilCrop,1970,0.12398
India,OilCrop,1970,159.026
Indonesia,OilCrop,1970,10.88156
Japan,OilCrop,1970,1.759
Mexico,OilCrop,1970,6.71272
Middle East,OilCrop,1970,3.7263
Pakistan,OilCrop,1970,5.6351
Russia,OilCrop,1970,75.996
South Africa,OilCrop,1970,6.01164
South America_Northern,OilCrop,1970,1.88116
South America_Southern,OilCrop,1970,4.51355
South Asia,OilCrop,1970,5.4985
South Korea,OilCrop,1970,7.0676
Southeast Asia,OilCrop,1970,17.1039
USA,OilCrop,1970,190.43448
Africa_Eastern,OtherGrain,1970,69.7426
Africa_Northern,OtherGrain,1970,37.61469
Africa_Southern,OtherGrain,1970,21.56803
Africa_Western,OtherGrain,1970,203.80327
Argentina,OtherGrain,1970,33.7558
Australia_NZ,OtherGrain,1970,40.77044
Brazil,OtherGrain,1970,0.89178
Canada,OtherGrain,1970,71.87359
Central America and Caribbean,OtherGrain,1970,4.97273
Central Asia,OtherGrain,1970,3614.75164
China,OtherGrain,1970,193.21061
Colombia,OtherGrain,1970,1.047
EU-12,OtherGrain,1970,1464.99987
EU-15,OtherGrain,1970,183.02118
Europe_Eastern,OtherGrain,1970,1355.28024
Europe_Non_EU,OtherGrain,1970,71.0739
European Free Trade Association,OtherGrain,1970,3.14837
India,OtherGrain,1970,403.07508
Japan,OtherGrain,1970,2.7782
Mexico,OtherGrain,1970,12.63793
Middle East,OtherGrain,1970,46.87027
Pakistan,OtherGrain,1970,14.65424
Russia,OtherGrain,1970,451.76008
South Africa,OtherGrain,1970,5.015
South America_Northern,OtherGrain,1970,0.02954
South America_Southern,OtherGrain,1970,7.54122
South Asia,OtherGrain,1970,6.38903
South Korea,OtherGrain,1970,16.26744
Southeast Asia,OtherGrain,1970,2.03604
USA,OtherGrain,1970,176.53657
Africa_Eastern,PalmFruit,1970,0.429
Africa_Southern,PalmFruit,1970,3.472
Africa_Western,PalmFruit,1970,31.89575
Brazil,PalmFruit,1970,2.157
Central America and Caribbean,PalmFruit,1970,1.16844
China,PalmFruit,1970,0
Colombia,PalmFruit,1970,0.115
EU-15,PalmFruit,1970,0.04
Europe_Non_EU,PalmFruit,1970,0
India,PalmFruit,1970,10.456
Indonesia,PalmFruit,1970,13.58
Mexico,PalmFruit,1970,1.26833
Pakistan,PalmFruit,1970,0
South America_Northern,PalmFruit,1970,0.20726
South America_Southern,PalmFruit,1970,0.46702
South Asia,PalmFruit,1970,4.92843
Southeast Asia,PalmFruit,1970,31.13579
USA,PalmFruit,1970,0.017
Africa_Eastern,Rice,1970,10.37477
Africa_Northern,Rice,1970,4.8937
Africa_Southern,Rice,1970,2.76256
Africa_Western,Rice,1970,19.67756
Argentina,Rice,1970,1.019
Australia_NZ,Rice,1970,0.40145
Brazil,Rice,1970,49.79165
Central America and Caribbean,Rice,1970,5.18418
Central Asia,Rice,1970,28
China,Rice,1970,331.14722
Colombia,Rice,1970,2.33213
EU-12,Rice,1970,11.26211
EU-15,Rice,1970,3.16122
Europe_Eastern,Rice,1970,10.5
Europe_Non_EU,Rice,1970,1.09669
India,Rice,1970,375.91696
Indonesia,Rice,1970,81.3508
Japan,Rice,1970,29.27
Mexico,Rice,1970,1.49973
Middle East,Rice,1970,4.54656
Pakistan,Rice,1970,15.03423
Russia,Rice,1970,3.5
South Africa,Rice,1970,0.013
South America_Northern,Rice,1970,2.8021
South America_Southern,Rice,1970,3.66023
South Asia,Rice,1970,120.38951
South Korea,Rice,1970,24.06
Southeast Asia,Rice,1970,227.11898
USA,Rice,1970,7.35073
Africa_Eastern,Root_Tuber,1970,18.47057
Africa_Northern,Root_Tuber,1970,1.18241
Africa_Southern,Root_Tuber,1970,21.1985
Africa_Western,Root_Tuber,1970,77.57354
Argentina,Root_Tuber,1970,2.5979
Australia_NZ,Root_Tuber,1970,0.53952
Brazil,Root_Tuber,1970,24.33201
Canada,Root_Tuber,1970,1.28798
Central America and Caribbean,Root_Tuber,1970,3.64781
Central Asia,Root_Tuber,1970,645.149
China,Root_Tuber,1970,111.77155
Colombia,Root_Tuber,1970,2.441
EU-12,Root_Tuber,1970,284.47342
EU-15,Root_Tuber,1970,30.2571
Europe_Eastern,Root_Tuber,1970,241.92
Europe_Non_EU,Root_Tuber,1970,18.2153
European Free Trade Association,Root_Tuber,1970,0.65163
India,Root_Tuber,1970,10.636
Indonesia,Root_Tuber,1970,17.68638
Japan,Root_Tuber,1970,3.369
Mexico,Root_Tuber,1970,0.66516
Middle East,Root_Tuber,1970,0.63429
Pakistan,Root_Tuber,1970,0.1795
Russia,Root_Tuber,1970,80.64
South Africa,Root_Tuber,1970,0.59
South America_Northern,Root_Tuber,1970,0.73456
South America_Southern,Root_Tuber,1970,7.95864
South Asia,Root_Tuber,1970,3.0054
South Korea,Root_Tuber,1970,3.61028
Southeast Asia,Root_Tuber,1970,10.67802
USA,Root_Tuber,1970,6.3614
Africa_Eastern,SugarCrop,1970,1.87797
Africa_Northern,SugarCrop,1970,1.18172
Africa_Southern,SugarCrop,1970,1.29851
Africa_Western,SugarCrop,1970,0.97548
Argentina,SugarCrop,1970,1.919
Australia_NZ,SugarCrop,1970,2.20521
Brazil,SugarCrop,1970,17.25121
Canada,SugarCrop,1970,0.2783
Central America and Caribbean,SugarCrop,1970,20.84383
Central Asia,SugarCrop,1970,269.44
China,SugarCrop,1970,6.76262
Colombia,SugarCrop,1970,2.38
EU-12,SugarCrop,1970,112.64171
EU-15,SugarCrop,1970,17.97223
Europe_Eastern,SugarCrop,1970,101.04
Europe_Non_EU,SugarCrop,1970,5.53631
European Free Trade Association,SugarCrop,1970,0.0904
India,SugarCrop,1970,27.48
Indonesia,SugarCrop,1970,0.696
Japan,SugarCrop,1970,0.941
Mexico,SugarCrop,1970,5.46713
Middle East,SugarCrop,1970,1.93752
Pakistan,SugarCrop,1970,6.3679
Russia,SugarCrop,1970,33.68
South Africa,SugarCrop,1970,1.65444
South America_Northern,SugarCrop,1970,1.07044
South America_Southern,SugarCrop,1970,2.75249
South Asia,SugarCrop,1970,1.901
Southeast Asia,SugarCrop,1970,6.07646
USA,SugarCrop,1970,8.65393
Africa_Eastern,Wheat,1970,13.4441
Africa_Northern,Wheat,1970,57.9684
Africa_Southern,Wheat,1970,1.88436
Africa_Western,Wheat,1970,0.29996
Argentina,Wheat,1970,37.008
Australia_NZ,Wheat,1970,65.86875
Brazil,Wheat,1970,18.95249
Canada,Wheat,1970,50.51782
Central America and Caribbean,Wheat,1970,0.33562
Central Asia,Wheat,1970,5221.88
China,Wheat,1970,254.35011
Colombia,Wheat,1970,0.454
EU-12,Wheat,1970,2063.51567
EU-15,Wheat,1970,165.23289
Europe_Eastern,Wheat,1970,1956.9
Europe_Non_EU,Wheat,1970,179.27853
European Free Trade Association,Wheat,1970,1.01378
India,Wheat,1970,166.255
Japan,Wheat,1970,2.292
Mexico,Wheat,1970,8.86169
Middle East,Wheat,1970,85.58852
Pakistan,Wheat,1970,62.29
Russia,Wheat,1970,652.3
South Africa,Wheat,1970,19.3
South America_Northern,Wheat,1970,0.01351
South America_Southern,Wheat,1970,13.9758
South Asia,Wheat,1970,25.27675
South Korea,Wheat,1970,1.9348
Southeast Asia,Wheat,1970,0.60251
USA,Wheat,1970,176.29488
Africa_Eastern,Corn,1971,27.02302
Africa_Northern,Corn,1971,11.00942
Africa_Southern,Corn,1971,50.51945
Africa_Western,Corn,1971,45.16511
Argentina,Corn,1971,40.66
Australia_NZ,Corn,1971,1.01275
Brazil,Corn,1971,105.50489
Canada,Corn,1971,5.97479
Central America and Caribbean,Corn,1971,19.15022
Central Asia,Corn,1971,266.56
China,Corn,1971,167.31276
Colombia,Corn,1971,6.665
EU-12,Corn,1971,178.09839
EU-15,Corn,1971,39.6303
Europe_Eastern,Corn,1971,99.96
Europe_Non_EU,Corn,1971,128.58694
European Free Trade Association,Corn,1971,0.1366
India,Corn,1971,56.676
Indonesia,Corn,1971,27.757
Japan,Corn,1971,0.372
Mexico,Corn,1971,76.91656
Middle East,Corn,1971,1.13452
Pakistan,Corn,1971,6.33
Russia,Corn,1971,33.32
South Africa,Corn,1971,48.14
South America_Northern,Corn,1971,5.89201
South America_Southern,Corn,1971,14.68955
South Asia,Corn,1971,10.04923
South Korea,Corn,1971,0.79726
Southeast Asia,Corn,1971,38.4405
USA,Corn,1971,261.97078
Africa_Eastern,FiberCrop,1971,17.30473
Africa_Northern,FiberCrop,1971,6.76644
Africa_Southern,FiberCrop,1971,13.36077
Africa_Western,FiberCrop,1971,15.54099
Argentina,FiberCrop,1971,3.6987
Australia_NZ,FiberCrop,1971,0.353
Brazil,FiberCrop,1971,47.86463
Central America and Caribbean,FiberCrop,1971,2.83737
Central Asia,FiberCrop,1971,321.12
China,FiberCrop,1971,50.57699
Colombia,FiberCrop,1971,2.19
EU-12,FiberCrop,1971,123.09693
EU-15,FiberCrop,1971,2.95943
Europe_Eastern,FiberCrop,1971,120.42
Europe_Non_EU,FiberCrop,1971,7.78434
India,FiberCrop,1971,86.153
Indonesia,FiberCrop,1971,0.09646
Japan,FiberCrop,1971,0.0035
Mexico,FiberCrop,1971,6.4084
Middle East,FiberCrop,1971,6.48393
Pakistan,FiberCrop,1971,19.5883
Russia,FiberCrop,1971,40.14
South Africa,FiberCrop,1971,0.31
South America_Northern,FiberCrop,1971,0.607
South America_Southern,FiberCrop,1971,2.02559
South Asia,FiberCrop,1971,8.15966
South Korea,FiberCrop,1971,0.30466
Southeast Asia,FiberCrop,1971,2.71467
USA,FiberCrop,1971,46.42084
Africa_Eastern,FodderHerb,1971,0.35
Africa_Northern,FodderHerb,1971,0.2462
Australia_NZ,FodderHerb,1971,0.00809
Central Asia,FodderHerb,1971,78
EU-12,FodderHerb,1971,30.20219
EU-15,FodderHerb,1971,1.30189
Europe_Eastern,FodderHerb,1971,29.25
Europe_Non_EU,FodderHerb,1971,2.856
Mexico,FodderHerb,1971,0
Middle East,FodderHerb,1971,0.79956
Russia,FodderHerb,1971,9.75
Africa_Eastern,MiscCrop,1971,44.71275
Africa_Northern,MiscCrop,1971,21.62277
Africa_Southern,MiscCrop,1971,24.5017
Africa_Western,MiscCrop,1971,81.79955
Argentina,MiscCrop,1971,6.37207
Australia_NZ,MiscCrop,1971,3.58289
Brazil,MiscCrop,1971,78.20026
Canada,MiscCrop,1971,2.53773
Central America and Caribbean,MiscCrop,1971,22.26776
Central Asia,MiscCrop,1971,739.6464
China,MiscCrop,1971,108.99108
Colombia,MiscCrop,1971,10.8307
EU-12,MiscCrop,1971,323.21281
EU-15,MiscCrop,1971,103.21834
Europe_Eastern,MiscCrop,1971,277.3674
Europe_Non_EU,MiscCrop,1971,63.88733
European Free Trade Association,MiscCrop,1971,0.33486
India,MiscCrop,1971,247.81489
Indonesia,MiscCrop,1971,15.59112
Japan,MiscCrop,1971,8.74497
Mexico,MiscCrop,1971,33.87616
Middle East,MiscCrop,1971,18.65921
Pakistan,MiscCrop,1971,15.32344
Russia,MiscCrop,1971,92.4558
South Africa,MiscCrop,1971,4.58508
South America_Northern,MiscCrop,1971,5.41329
South America_Southern,MiscCrop,1971,15.32976
South Asia,MiscCrop,1971,13.48033
South Korea,MiscCrop,1971,6.10294
Southeast Asia,MiscCrop,1971,29.66361
USA,MiscCrop,1971,33.51041
Africa_Eastern,OilCrop,1971,24.62993
Africa_Northern,OilCrop,1971,18.90745
Africa_Southern,OilCrop,1971,11.12447
Africa_Western,OilCrop,1971,66.87574
Argentina,OilCrop,1971,25.02415
Australia_NZ,OilCrop,1971,2.68659
Brazil,OilCrop,1971,28.52434
Canada,OilCrop,1971,31.91507
Central America and Caribbean,OilCrop,1971,1.18809
Central Asia,OilCrop,1971,590.104
China,OilCrop,1971,123.72708
Colombia,OilCrop,1971,1.026
EU-12,OilCrop,1971,243.5824
EU-15,OilCrop,1971,26.20538
Europe_Eastern,OilCrop,1971,221.289
Europe_Non_EU,OilCrop,1971,21.38052
European Free Trade Association,OilCrop,1971,0.11611
India,OilCrop,1971,163.118
Indonesia,OilCrop,1971,10.64589
Japan,OilCrop,1971,1.7216
Mexico,OilCrop,1971,8.30436
Middle East,OilCrop,1971,3.72254
Pakistan,OilCrop,1971,6.19222
Russia,OilCrop,1971,73.763
South Africa,OilCrop,1971,5.72
South America_Northern,OilCrop,1971,1.87546
South America_Southern,OilCrop,1971,3.83968
South Asia,OilCrop,1971,5.50205
South Korea,OilCrop,1971,6.78062
Southeast Asia,OilCrop,1971,19.35609
USA,OilCrop,1971,187.88397
Africa_Eastern,OtherGrain,1971,71.17638
Africa_Northern,OtherGrain,1971,36.65223
Africa_Southern,OtherGrain,1971,22.61107
Africa_Western,OtherGrain,1971,198.43695
Argentina,OtherGrain,1971,38.5735
Australia_NZ,OtherGrain,1971,45.28507
Brazil,OtherGrain,1971,0.90696
Canada,OtherGrain,1971,88.5877
Central America and Caribbean,OtherGrain,1971,4.97832
Central Asia,OtherGrain,1971,3593.358
China,OtherGrain,1971,190.00838
Colombia,OtherGrain,1971,1.481
EU-12,OtherGrain,1971,1458.50546
EU-15,OtherGrain,1971,182.38422
Europe_Eastern,OtherGrain,1971,1347.21
Europe_Non_EU,OtherGrain,1971,69.79709
European Free Trade Association,OtherGrain,1971,3.25934
India,OtherGrain,1971,380.072
Japan,OtherGrain,1971,2.182
Mexico,OtherGrain,1971,12.17659
Middle East,OtherGrain,1971,40.07241
Pakistan,OtherGrain,1971,14.068
Russia,OtherGrain,1971,449.07
South Africa,OtherGrain,1971,5.485
South America_Northern,OtherGrain,1971,0.0244
South America_Southern,OtherGrain,1971,7.74521
South Asia,OtherGrain,1971,6.32394
South Korea,OtherGrain,1971,14.83096
Southeast Asia,OtherGrain,1971,2.34569
USA,OtherGrain,1971,178.00161
Africa_Eastern,PalmFruit,1971,0.451
Africa_Southern,PalmFruit,1971,3.5
Africa_Western,PalmFruit,1971,31.78925
Brazil,PalmFruit,1971,2.205
Central America and Caribbean,PalmFruit,1971,1.21366
China,PalmFruit,1971,0
Colombia,PalmFruit,1971,0.138
EU-15,PalmFruit,1971,0.04
Europe_Non_EU,PalmFruit,1971,0
India,PalmFruit,1971,10.884
Indonesia,PalmFruit,1971,14.17
Mexico,PalmFruit,1971,1.37079
Pakistan,PalmFruit,1971,0
South America_Northern,PalmFruit,1971,0.20953
South America_Southern,PalmFruit,1971,0.64025
South Asia,PalmFruit,1971,4.92736
Southeast Asia,PalmFruit,1971,33.10308
USA,PalmFruit,1971,0.017
Africa_Eastern,Rice,1971,10.46002
Africa_Northern,Rice,1971,4.79301
Africa_Southern,Rice,1971,2.8845
Africa_Western,Rice,1971,20.88715
Argentina,Rice,1971,0.772
Australia_NZ,Rice,1971,0.40721
Brazil,Rice,1971,47.63998
Central America and Caribbean,Rice,1971,4.84719
Central Asia,Rice,1971,31.2
China,Rice,1971,356.44314
Colombia,Rice,1971,2.5351
EU-12,Rice,1971,12.48789
EU-15,Rice,1971,3.13479
Europe_Eastern,Rice,1971,11.7
Europe_Non_EU,Rice,1971,1.07648
India,Rice,1971,377.57808
Indonesia,Rice,1971,83.2432
Japan,Rice,1971,26.98
Mexico,Rice,1971,1.53572
Middle East,Rice,1971,4.54125
Pakistan,Rice,1971,14.5648
Russia,Rice,1971,3.9
South Africa,Rice,1971,0.013
South America_Northern,Rice,1971,2.54396
South America_Southern,Rice,1971,3.38745
South Asia,Rice,1971,114.15713
South Korea,Rice,1971,23.8
Southeast Asia,Rice,1971,225.22096
USA,Rice,1971,7.36368
Africa_Eastern,Root_Tuber,1971,18.88466
Africa_Northern,Root_Tuber,1971,1.17644
Africa_Southern,Root_Tuber,1971,21.167
Africa_Western,Root_Tuber,1971,77.44061
Argentina,Root_Tuber,1971,2.462
Australia_NZ,Root_Tuber,1971,0.47587
Brazil,Root_Tuber,1971,24.7667
Canada,Root_Tuber,1971,1.09657
Central America and Caribbean,Root_Tuber,1971,3.81352
Central Asia,Root_Tuber,1971,631.553
China,Root_Tuber,1971,108.70024
Colombia,Root_Tuber,1971,3.438
EU-12,Root_Tuber,1971,278.42034
EU-15,Root_Tuber,1971,28.59636
Europe_Eastern,Root_Tuber,1971,236.82
Europe_Non_EU,Root_Tuber,1971,18.12498
European Free Trade Association,Root_Tuber,1971,0.61434
India,Root_Tuber,1971,10.331
Indonesia,Root_Tuber,1971,17.80959
Japan,Root_Tuber,1971,3.1334
Mexico,Root_Tuber,1971,0.57701
Middle East,Root_Tuber,1971,0.67054
Pakistan,Root_Tuber,1971,0.2115
Russia,Root_Tuber,1971,78.94
South Africa,Root_Tuber,1971,0.68
South America_Northern,Root_Tuber,1971,0.73644
South America_Southern,Root_Tuber,1971,7.55327
South Asia,Root_Tuber,1971,3.11743
South Korea,Root_Tuber,1971,3.26862
Southeast Asia,Root_Tuber,1971,10.57342
USA,Root_Tuber,1971,6.17623
Africa_Eastern,SugarCrop,1971,1.749
Africa_Northern,SugarCrop,1971,1.28778
Africa_Southern,SugarCrop,1971,1.33482
Africa_Western,SugarCrop,1971,1.03496
Argentina,SugarCrop,1971,2.114
Australia_NZ,SugarCrop,1971,2.33737
Brazil,SugarCrop,1971,17.28003
Canada,SugarCrop,1971,0.32818
Central America and Caribbean,SugarCrop,1971,19.80681
Central Asia,SugarCrop,1971,265.68
China,SugarCrop,1971,7.38603
Colombia,SugarCrop,1971,2.47
EU-12,SugarCrop,1971,111.41198
EU-15,SugarCrop,1971,18.06696
Europe_Eastern,SugarCrop,1971,99.63
Europe_Non_EU,SugarCrop,1971,5.87447
European Free Trade Association,SugarCrop,1971,0.0892
India,SugarCrop,1971,26.15
Indonesia,SugarCrop,1971,0.71
Japan,SugarCrop,1971,0.884
Mexico,SugarCrop,1971,4.80988
Middle East,SugarCrop,1971,1.79235
Pakistan,SugarCrop,1971,6.4706
Russia,SugarCrop,1971,33.21
South Africa,SugarCrop,1971,1.83237
South America_Northern,SugarCrop,1971,1.24385
South America_Southern,SugarCrop,1971,2.64502
South Asia,SugarCrop,1971,1.89185
Southeast Asia,SugarCrop,1971,7.08243
USA,SugarCrop,1971,8.69013
Africa_Eastern,Wheat,1971,13.48678
Africa_Northern,Wheat,1971,56.27188
Africa_Southern,Wheat,1971,2.23343
Africa_Western,Wheat,1971,0.25938
Argentina,Wheat,1971,42.9464
Australia_NZ,Wheat,1971,72.3538
Brazil,Wheat,1971,22.68926
Canada,Wheat,1971,78.53503
Central America and Caribbean,Wheat,1971,0.31888
Central Asia,Wheat,1971,5126.13064
China,Wheat,1971,256.15036
Colombia,Wheat,1971,0.469
EU-12,Wheat,1971,2031.64866
EU-15,Wheat,1971,164.40239
Europe_Eastern,Wheat,1971,1921.05024
Europe_Non_EU,Wheat,1971,185.67477
European Free Trade Association,Wheat,1971,0.97822
India,Wheat,1971,182.40496
Japan,Wheat,1971,1.663
Mexico,Wheat,1971,6.1418
Middle East,Wheat,1971,77.7881
Pakistan,Wheat,1971,59.77609
Russia,Wheat,1971,640.35008
South Africa,Wheat,1971,20.1
South America_Northern,Wheat,1971,0.01407
South America_Southern,Wheat,1971,13.92915
South Asia,Wheat,1971,27.108
South Korea,Wheat,1971,1.73298
Southeast Asia,Wheat,1971,0.64248
USA,Wheat,1971,192.97168
Africa_Eastern,Corn,1972,30.25634
Africa_Northern,Corn,1972,11.33581
Africa_Southern,Corn,1972,51.97277
Africa_Western,Corn,1972,42.90683
Argentina,Corn,1972,31.472
Australia_NZ,Corn,1972,0.96676
Brazil,Corn,1972,105.38943
Canada,Corn,1972,5.6881
Central America and Caribbean,Corn,1972,18.94797
Central Asia,Corn,1972,320.96
China,Corn,1972,167.11746
Colombia,Corn,1972,6.245
EU-12,Corn,1972,199.92951
EU-15,Corn,1972,41.62998
Europe_Eastern,Corn,1972,120.36
Europe_Non_EU,Corn,1972,126.3518
European Free Trade Association,Corn,1972,0.1985
India,Corn,1972,58.378
Indonesia,Corn,1972,23.1205
Japan,Corn,1972,0.34
Mexico,Corn,1972,72.9218
Middle East,Corn,1972,1.0274
Pakistan,Corn,1972,6.44979
Russia,Corn,1972,40.12
South Africa,Corn,1972,49.86
South America_Northern,Corn,1972,4.66679
South America_Southern,Corn,1972,14.69715
South Asia,Corn,1972,9.75234
South Korea,Corn,1972,0.70686
Southeast Asia,Corn,1972,36.82835
USA,Corn,1972,235.23295
Africa_Eastern,FiberCrop,1972,18.14096
Africa_Northern,FiberCrop,1972,6.90717
Africa_Southern,FiberCrop,1972,12.66301
Africa_Western,FiberCrop,1972,14.87607
Argentina,FiberCrop,1972,4.018
Australia_NZ,FiberCrop,1972,0.403
Brazil,FiberCrop,1972,45.50971
Central America and Caribbean,FiberCrop,1972,3.06033
Central Asia,FiberCrop,1972,318.88
China,FiberCrop,1972,50.38502
Colombia,FiberCrop,1972,2.432
EU-12,FiberCrop,1972,122.17873
EU-15,FiberCrop,1972,3.60712
Europe_Eastern,FiberCrop,1972,119.58
Europe_Non_EU,FiberCrop,1972,8.41152
India,FiberCrop,1972,83.792
Indonesia,FiberCrop,1972,0.08286
Japan,FiberCrop,1972,0.003
Mexico,FiberCrop,1972,7.25512
Middle East,FiberCrop,1972,6.79601
Pakistan,FiberCrop,1972,20.11946
Russia,FiberCrop,1972,39.86
South Africa,FiberCrop,1972,0.89
South America_Northern,FiberCrop,1972,0.66785
South America_Southern,FiberCrop,1972,2.53284
South Asia,FiberCrop,1972,10.15498
South Korea,FiberCrop,1972,0.27748
Southeast Asia,FiberCrop,1972,3.50432
USA,FiberCrop,1972,52.54365
Africa_Eastern,FodderHerb,1972,0.38
Africa_Northern,FodderHerb,1972,0.3171
Australia_NZ,FodderHerb,1972,0.006
Central Asia,FodderHerb,1972,90.64
EU-12,FodderHerb,1972,34.86629
EU-15,FodderHerb,1972,1.21793
Europe_Eastern,FodderHerb,1972,33.99
Europe_Non_EU,FodderHerb,1972,2.701
Mexico,FodderHerb,1972,0
Middle East,FodderHerb,1972,0.78757
Russia,FodderHerb,1972,11.33
Africa_Eastern,MiscCrop,1972,43.60599
Africa_Northern,MiscCrop,1972,22.60302
Africa_Southern,MiscCrop,1972,24.8803
Africa_Western,MiscCrop,1972,68.10348
Argentina,MiscCrop,1972,6.44835
Australia_NZ,MiscCrop,1972,3.57787
Brazil,MiscCrop,1972,77.50036
Canada,MiscCrop,1972,2.52798
Central America and Caribbean,MiscCrop,1972,22.57618
Central Asia,MiscCrop,1972,790.2152
China,MiscCrop,1972,107.26079
Colombia,MiscCrop,1972,11.0699
EU-12,MiscCrop,1972,341.61552
EU-15,MiscCrop,1972,102.99553
Europe_Eastern,MiscCrop,1972,296.3307
Europe_Non_EU,MiscCrop,1972,65.18767
European Free Trade Association,MiscCrop,1972,0.33494
India,MiscCrop,1972,245.43875
Indonesia,MiscCrop,1972,17.6841
